"ID","DNI","NOMBRE","APELLIDO1","APELLIDO2","EMAIL_INSTITUCIONAL","EMAIL_PERSONAL","TELEFONO","MOVIL","CALLE","LOCALIDAD","PROVINCIA","CP"
527,"90885724V","Clorindo","Vega","Miramontes","06104200518@uma.es","ClorindoVegaMiramontes@gustr.com","790 885 724","621 069 636","Reyes Católicos 70","Chiclana de la Frontera","MÁLAGA","11130"
528,"14617157D","Crispo","Domínguez","Becerra","06104100519@uma.es","CrispoDominguezBecerra@superrito.com","714 617 157","773 797 276","Calvo Sotelo 89","Carpio","MÁLAGA","47470"
529,"84698212O","Clare","Ornelas","Heredia","06104200520@uma.es","ClareOrnelasHeredia@rhyta.com","684 698 212","773 040 359","C/ Fernández de Leceta 5","Rafal","MÁLAGA","03369"
530,"15213643V","Sabas","Venegas","Alarcon","06104100521@uma.es","SabasVenegasAlarcon@cuvox.de","615 213 643","651 600 824","Reiseñor 98","Burjassot","MÁLAGA","46100"
531,"19884676E","Adelmar","Escobar","Avalos","06104100522@uma.es","AdelmarEscobarAvalos@jourrapide.com","719 884 676","744 776 333","Canónigo Valiño 68","Almussafes","MÁLAGA","46440"
532,"33304466Á","Román","Ávila","Marin","06105600523@uma.es","RomanAvilaMarin@dayrep.com","633 304 466","742 800 655","Ventanilla de Beas 54","Valdeolmos-Alalpardo","GRANADA","28130"
533,"62755511C","Alfred","Castro","Paz","06104200524@uma.es","AlfredCastroPaz@superrito.com","762 755 511","733 012 594","San Andrés 40","Ahigal de los Aceiteros","MÁLAGA","37248"
534,"79545740C","Belmiro","Camarillo","Meraz","06104100525@uma.es","BelmiroCamarilloMeraz@einrot.com","679 545 740","644 367 215","Extramuros 26","Rivas-Vaciamadrid","MÁLAGA","28529"
535,"87729194O","Kristen","Ocasio","Negrete","06105600526@uma.es","KristenOcasioNegrete@superrito.com","687 729 194","794 505 983","Avda. Rio Nalon 28","Caravia","MÁLAGA","33344"
536,"73633580O","Lidón","Olivares","Pantoja","06104200527@uma.es","LidonOlivaresPantoja@fleckens.hu","773 633 580","648 573 347","C/ Domingo Beltrán 43","Balsa de Ves","MÁLAGA","02214"
537,"92244219C","Solana","Casanova","Tellez","06104100528@uma.es","SolanaCasanovaTellez@superrito.com","692 244 219","610 240 040","Constitución 24","Sanxenxo","MÁLAGA","36960"
538,"26844197A","Jalil","Aponte","Bustos","06104100529@uma.es","JalilAponteBustos@gustr.com","626 844 197","771 407 834","Castelao 64","Morales del Vino","MÁLAGA","49190"
539,"04014105C","Roy","Cabrera","Preciado","06105600530@uma.es","RoyCabreraPreciado@superrito.com","604 014 105","766 555 373","Calle Aduana 15","Legutiano","MÁLAGA","01170"
540,"96191341H","Cesarina","Herrera","Sanchez","06104100531@uma.es","CesarinaHerreraSanchez@cuvox.de","796 191 341","770 880 430","Socampo 94","Cabrillas","JAEN","37630"
541,"25849092P","Naim","Pulido","Gallardo","06104200532@uma.es","NaimPulidoGallardo@dayrep.com","625 849 092","731 537 259","Pl. Virgen Blanca 90","Molins de Rei","MÁLAGA","08750"
542,"21069636L","Ari","Loera","Santana","06104200533@uma.es","AriLoeraSantana@teleworm.us","621 069 636","741 721 799","Plaza de España 84","Ordes","CORDOBA","15680"
543,"73797276C","Rafa","Cervantes","Arce","06104200534@uma.es","RafaCervantesArce@gustr.com","773 797 276","680 317 173","Plaza de España 18","Frades","MÁLAGA","15686"
544,"73040359C","Lanfranco","Cadena","Vaca","06104100535@uma.es","LanfrancoCadenaVaca@einrot.com","773 040 359","667 617 259","C/ Angosto 76","Bedmar y Garcíez","MÁLAGA","23537"
545,"51600824C","Anahí","Collado","Soria","06104200536@uma.es","AnahiColladoSoria@fleckens.hu","651 600 824","724 743 847","Pascual Yunquera 71","Jete","MÁLAGA","18699"
546,"44776333M","Maro","Mejía","Campos","06104100537@uma.es","MaroMejiaCampos@rhyta.com","744 776 333","659 505 199","Fuente del Gallo 43","Monturque","MÁLAGA","14930"
547,"42800655P","Salvatore","Preciado","Angulo","06104200538@uma.es","SalvatorePreciadoAngulo@armyspy.com","742 800 655","616 659 668","Ctra. Hornos 92","San Millán de Yécora","MÁLAGA","26216"
548,"33012594B","Elea","Barrios","Jasso","06104300539@uma.es","EleaBarriosJasso@gustr.com","733 012 594","634 087 069","Carretera 28","Hornachuelos","MÁLAGA","14740"
549,"44367215G","Bernabela","Guajardo","Lozada","06107300540@uma.es","BernabelaGuajardoLozada@einrot.com","644 367 215","673 102 550","Outid de Arriba 96","Ulldecona","CADIZ","43550"
818,"81083170A","Anquises","Aguirre","Amaya","06104100809@uma.es","AnquisesAguirreAmaya@fleckens.hu","781 083 170","619 233 462","Pl. Virgen Blanca 87","L' Ametlla del Vallès","MÁLAGA","08480"
819,"32614853L","Eliot","Ledesma","Matos","06105600810@uma.es","EliotLedesmaMatos@dayrep.com","732 614 853","611 798 488","C/ Cuevas de Ambrosio 44","Jabalquinto","MÁLAGA","23712"
820,"41538596M","Pura","Matías","Santacruz","06105600811@uma.es","PuraMatiasSantacruz@cuvox.de","741 538 596","774 703 339","Cruce Casa de Postas 91","Cáñar","MÁLAGA","18418"
821,"12278215C","Adimar","Cerda","Mesa","06104200812@uma.es","AdimarCerdaMesa@fleckens.hu","612 278 215","755 598 123","El Roqueo 77","Boqueixón","MÁLAGA","15881"
822,"11658248B","Amintor","Bueno","Torrez","06104100813@uma.es","AmintorBuenoTorrez@jourrapide.com","711 658 248","713 635 520","Extramuros 16","Collado Mediano","MÁLAGA","28450"
823,"01969431C","Khalil","Cano","Olivarez","06104100814@uma.es","KhalilCanoOlivarez@einrot.com","601 969 431","732 881 075","Av. Santiago Lapuente 9","Melilla","ALMERIA","52000"
824,"26461151M","Talia","Maestas","Balderas","06104100815@uma.es","TaliaMaestasBalderas@superrito.com","726 461 151","789 670 015","Calvo Sotelo 41","Íscar","MÁLAGA","47420"
825,"66057568L","Linneo","López","Toledo","06104100816@uma.es","LinneoLopezToledo@gustr.com","766 057 568","735 910 079","C/ Fernández de Leceta 36","Villena","MÁLAGA","03400"
826,"35036208M","Melín","Mota","Gonzalez","06104100817@uma.es","MelinMotaGonzalez@einrot.com","635 036 208","639 774 156","Alcon Molina 33","Yerri","MÁLAGA","31177"
827,"89318959L","Misael","Lozano","Maya","06104100818@uma.es","MisaelLozanoMaya@armyspy.com","689 318 959","783 028 238","Avda. Enrique Peinador 32","Valverdón","CADIZ","37185"
828,"80333620N","Manque","Navarrete","Torres","06105600819@uma.es","ManqueNavarreteTorres@dayrep.com","680 333 620","743 198 752","Cádiz 77","Murtas","MÁLAGA","18490"
829,"89076736O","Felicity","Orozco","Prado","06105600820@uma.es","FelicityOrozcoPrado@teleworm.us","689 076 736","783 128 571","C/ Cañada del Rosal 74","Sanlúcar de Guadiana","JAEN","21595"
830,"82156355N","Basilio","Navarro","Vallejo","06104100821@uma.es","BasilioNavarroVallejo@superrito.com","782 156 355","713 937 392","Ctra. Beas-Cortijos Nuevos 31","Quel","MÁLAGA","26570"
831,"01458031R","Eduviges","Reyna","Viera","06104200822@uma.es","EduvigesReynaViera@rhyta.com","601 458 031","773 605 549","El Roqueo 51","Mota del Cuervo","MÁLAGA","16630"
832,"52903578P","Valiant","Pelayo","Anaya","06104200823@uma.es","ValiantPelayoAnaya@fleckens.hu","752 903 578","605 928 653","Reiseñor 92","Vilamarxant","MÁLAGA","46191"
833,"19233462G","Casiano","Garica","Casarez","06104100824@uma.es","CasianoGaricaCasarez@superrito.com","619 233 462","646 132 068","Puerto Lugar 92","Periana","CADIZ","29710"
834,"11798488S","Rancul","Salcedo","Valadez","06105600825@uma.es","RanculSalcedoValadez@superrito.com","611 798 488","657 592 223","C/ Cuevas de Ambrosio 75","Marmolejo","MÁLAGA","23770"
835,"74703339P","Ezio","Pabón","Berrios","06104100826@uma.es","EzioPabonBerrios@einrot.com","774 703 339","642 975 905","Extramuros 56","Collado Mediano","MÁLAGA","28450"
836,"55598123L","Inda","Lugo","Lozada","06105600827@uma.es","IndaLugoLozada@gustr.com","755 598 123","685 262 290","Puerta Nueva 12","Yaiza","MÁLAGA","35570"
837,"13635520V","Layla","Valle","Peres","06104300828@uma.es","LaylaVallePeres@dayrep.com","713 635 520","626 081 216","Puerto Lugar 2","Benamocarra","MÁLAGA","29719"
838,"32881075B","Zenadia","Briseño","Elizondo","06104100829@uma.es","ZenadiaBrisenoElizondo@rhyta.com","732 881 075","783 456 738","El Roqueo 65","L' Escala","CORDOBA","17130"
839,"89670015E","Steven","Estévez","Lemus","06104100830@uma.es","StevenEstevezLemus@teleworm.us","789 670 015","657 510 990","Avendaño 6","Gaianes","MÁLAGA","03840"
840,"35910079V","Parmenio","Viera","Garza","06104100831@uma.es","ParmenioVieraGarza@jourrapide.com","735 910 079","607 346 147","C/ Henan Cortes 33","Getafe","MÁLAGA","28900"
841,"39774156P","Marilina","Pacheco","Jaquez","06104100832@uma.es","MarilinaPachecoJaquez@jourrapide.com","639 774 156","749 264 906","Avda. Rio Nalon 33","Muros de Nalón","MÁLAGA","33138"
842,"83028238C","Antón","Casas","Pacheco","06104100833@uma.es","AntonCasasPacheco@jourrapide.com","783 028 238","656 348 835","Pza. Fuensanta 92","Cortegada","CORDOBA","32200"
843,"43198752M","Lutgarda","Mares","Velazquez","06104300834@uma.es","LutgardaMaresVelazquez@einrot.com","743 198 752","635 925 624","Quevedo 30","Neda","MÁLAGA","15510"
844,"83128571S","Casta","Samaniego","Mateo","06104100835@uma.es","CastaSamaniegoMateo@rhyta.com","783 128 571","736 849 403","San Andrés 57","Barruecopardo","MÁLAGA","37255"
845,"13937392L","Vertán","Lucio","Rocha","06104200836@uma.es","VertanLucioRocha@cuvox.de","713 937 392","745 317 710","Calvo Sotelo 85","Tudela de Duero","MÁLAGA","47320"
846,"73605549C","Mendel","Cuellar","Menendez","06104100837@uma.es","MendelCuellarMenendez@einrot.com","773 605 549","779 900 941","Socampo 56","Garcibuey","MÁLAGA","37658"
847,"05928653C","Paco","Cotto","Galarza","06104300838@uma.es","PacoCottoGalarza@teleworm.us","605 928 653","712 699 450","Constitución 98","Parada de Arriba","MELILLA","37129"
848,"46132068G","Marlon","Griego","Atencio","06104300839@uma.es","MarlonGriegoAtencio@einrot.com","646 132 068","649 437 046","Avda. de Andalucía 99","Arriate","MÁLAGA","29350"
849,"57592223R","Cassandre","Rincón","Uribe","06104100840@uma.es","CassandreRinconUribe@superrito.com","657 592 223","716 724 959","Bouciña 82","Flix","MÁLAGA","43750"
850,"42975905G","Ofir","Galindo","Almonte","06104300841@uma.es","OfirGalindoAlmonte@cuvox.de","642 975 905","729 316 650","Plaza Maior 66","Valsalabroso","MÁLAGA","37213"
851,"85262290G","Aureo","Granados","Briseno","06104100842@uma.es","AureoGranadosBriseno@jourrapide.com","685 262 290","646 326 884","C/ Hijuela de Lojo 93","Anoeta","MÁLAGA","20270"
852,"26081216O","Onofre","Ordóñez","Benavidez","06104100843@uma.es","OnofreOrdonezBenavidez@cuvox.de","626 081 216","646 214 401","C/ Manuel Iradier 76","Murla","MÁLAGA","03792"
853,"83456738I","Ciro","Irizarry","Badillo","06104100844@uma.es","CiroIrizarryBadillo@teleworm.us","783 456 738","645 359 960","Enxertos 12","Serradilla del Arroyo","MÁLAGA","37531"
854,"57510990A","Baudelio","Agosto","Estevez","06104300845@uma.es","BaudelioAgostoEstevez@dayrep.com","657 510 990","694 481 577","Fuente del Gallo 34","Corcubión","MÁLAGA","15130"
855,"07346147R","Magno","Rojas","Olivera","06104100846@uma.es","MagnoRojasOlivera@gustr.com","607 346 147","605 394 410","Avda. Alameda Sundheim 23","Sabiñánigo","MÁLAGA","22600"
856,"49264906G","Nubar","Gallegos","Sedillo","06104300847@uma.es","NubarGallegosSedillo@armyspy.com","749 264 906","660 796 774","Avendaño 71","Benifallim","MÁLAGA","03816"
857,"56348835H","Fazzio","Hernández","Verdugo","06104100848@uma.es","FazzioHernandezVerdugo@einrot.com","656 348 835","765 734 585","C/ Canarias 87","Guadalajara","MÁLAGA","19000"
858,"35925624M","Juvenal","Muñoz","Manzanares","06104200849@uma.es","JuvenalMunozManzanares@jourrapide.com","635 925 624","791 943 093","C/ Señores Curas 93","Torre Alháquime","MÁLAGA","11691"
859,"36849403A","Haziel","Alcantar","Varela","06104100850@uma.es","HazielAlcantarVarela@gustr.com","736 849 403","748 693 999","C/ Cañada del Rosal 18","Lepe","CORDOBA","21440"
860,"45317710V","Arnaldo","Valdez","Berrios","06104100851@uma.es","ArnaldoValdezBerrios@cuvox.de","745 317 710","769 397 228","Constitución 24","O Covelo","MÁLAGA","36872"
861,"79900941A","Aynkan","Alvarado","Alcantar","06104100852@uma.es","AynkanAlvaradoAlcantar@armyspy.com","779 900 941","617 486 265","Puerta Nueva 94","Baiona","MÁLAGA","36300"
862,"12699450N","Milan","Nava","Roybal","06104200853@uma.es","MilanNavaRoybal@armyspy.com","712 699 450","693 098 817","Eusebio Dávila 4","La Campana","CORDOBA","41429"
863,"49437046Á","Anabella","Ávalos","Angulo","06105600854@uma.es","AnabellaAvalosAngulo@fleckens.hu","649 437 046","715 197 362","C/ Domingo Beltrán 99","Masegoso","CADIZ","02314"
864,"16724959M","Colin","Morales","Jasso","06104200855@uma.es","ColinMoralesJasso@teleworm.us","716 724 959","753 525 536","Cañadilla 64","Villarrasa","MÁLAGA","21850"
865,"29316650R","Balthasar","Regalado","Nazario","06104100856@uma.es","BalthasarRegaladoNazario@einrot.com","729 316 650","614 841 190","Avenida Cervantes 29","Mendexa","MÁLAGA","48289"
866,"46326884C","Griego","Cortez","Cantu","06104100857@uma.es","GriegoCortezCantu@gustr.com","646 326 884","673 550 622","C/ Libertad 73","Burgohondo","MÁLAGA","05113"
867,"46214401V","Anatolio","Valladares","Canales","06104300858@uma.es","AnatolioValladaresCanales@cuvox.de","646 214 401","629 878 699","C/ Arana 61","La Roda","MÁLAGA","02630"
868,"45359960S","Nicodemo","Sosa","Espinal","06104100859@uma.es","NicodemoSosaEspinal@armyspy.com","645 359 960","743 829 498","Prolongacion San Sebastian 12","Higuera de la Sierra","MÁLAGA","21220"
869,"94481577C","Aldino","Cervantes","Arredondo","06104100860@uma.es","AldinoCervantesArredondo@einrot.com","694 481 577","697 035 450","C/ Rosa de los Vientos 98","Arcos de la Frontera","MÁLAGA","11630"
870,"05394410P","Merlino","Parra","Soto","06105600861@uma.es","MerlinoParraSoto@armyspy.com","605 394 410","640 383 146","Socampo 99","El Maíllo","MÁLAGA","37621"
871,"60796774M","Nedar","Montero","Valdivia","06104300862@uma.es","NedarMonteroValdivia@superrito.com","660 796 774","617 817 059","Ctra. Bailén-Motril 7","Hornos","MÁLAGA","23292"
872,"65734585G","Calfucir","Granados","Jaquez","06104200863@uma.es","CalfucirGranadosJaquez@cuvox.de","765 734 585","666 174 271","Rúa do Paseo 63","Castilleja de la Cuesta","MÁLAGA","41950"
873,"91943093Z","Alvar","Zayas","Miramontes","06105600864@uma.es","AlvarZayasMiramontes@superrito.com","791 943 093","630 235 203","C/ Rosa de los Vientos 21","Algeciras","MÁLAGA","11200"
874,"48693999A","Bricio","Agosto","Carrero","06104200865@uma.es","BricioAgostoCarrero@cuvox.de","748 693 999","711 046 911","Avda. Los llanos 45","Villalba de Rioja","MÁLAGA","26292"
875,"69397228R","Gabino","Rojo","Callas","06104100866@uma.es","GabinoRojoCallas@dayrep.com","769 397 228","712 861 458","Carretera 7","Nueva Carteya","MÁLAGA","14857"
876,"17486265A","Gianfranco","Arroyo","Briseno","06105600867@uma.es","GianfrancoArroyoBriseno@teleworm.us","617 486 265","680 856 346","Urzáiz 49","Calamocha","MÁLAGA","44200"
877,"93098817L","Pirra","Luevano","Valdivia","06104100868@uma.es","PirraLuevanoValdivia@dayrep.com","693 098 817","723 383 354","Puerta Nueva 57","Pontevedra","GRANADA","36000"
878,"15197362G","Antipas","Gutiérrez","Montero","06104100869@uma.es","AntipasGutierrezMontero@cuvox.de","715 197 362","712 085 383","Alvaro Cunqueiro 74","El Espinar","MÁLAGA","40400"
879,"53525536T","Alcmena","Tejeda","Rael","06104100870@uma.es","AlcmenaTejedaRael@armyspy.com","753 525 536","757 611 896","Socampo 75","San Martín del Castañar","MÁLAGA","37659"
880,"14841190R","Brandon","Roldán","Palomino","06104100871@uma.es","BrandonRoldanPalomino@armyspy.com","614 841 190","771 258 934","Zumalakarregi etorbidea 24","Andraitx","MÁLAGA","07150"
881,"73550622L","Badomero","Ledesma","Gonzales","06104200872@uma.es","BadomeroLedesmaGonzales@dayrep.com","673 550 622","626 789 565","Zumalakarregi etorbidea 60","Selva","MÁLAGA","07313"
882,"29878699M","Adelmar","Montero","Rojas","06104100873@uma.es","AdelmarMonteroRojas@teleworm.us","629 878 699","600 373 448","Valadouro 4","Durango","MÁLAGA","48200"
883,"43829498S","Septimio","Saldana","Verduzco","06104200874@uma.es","SeptimioSaldanaVerduzco@rhyta.com","743 829 498","778 493 223","Calle Carril de la Fuente 28","Membrilla","MÁLAGA","13230"
884,"97035450Z","Emerio","Zaragoza","Romero","06104200875@uma.es","EmerioZaragozaRomero@dayrep.com","697 035 450","774 339 821","Ctra. Villena 53","San Martín del Rey Aurelio","MÁLAGA","33950"
885,"40383146M","Tarquino","Muro","Laureano","06105600876@uma.es","TarquinoMuroLaureano@gustr.com","640 383 146","787 205 563","José matía 93","Pozo-Lorente","MÁLAGA","02154"
886,"17817059R","Malcom","Reséndez","Zuniga","06105600877@uma.es","MalcomResendezZuniga@superrito.com","617 817 059","670 418 576","C/ Los Herrán 82","Fuente de Cantos","MÁLAGA","06240"
887,"66174271T","Gary","Tirado","Linares","06104100878@uma.es","GaryTiradoLinares@gustr.com","666 174 271","664 114 772","Rosa de los Vientos 79","Saceruela","MÁLAGA","13414"
888,"30235203M","Jonas","Márquez","Montanez","06104300879@uma.es","JonasMarquezMontanez@teleworm.us","630 235 203","784 723 403","C/ Libertad 42","Ávila","MÁLAGA","05000"
889,"11046911M","Herminio","Monroy","Nieves","06104100880@uma.es","HerminioMonroyNieves@dayrep.com","711 046 911","646 143 280","C/ Manuel Iradier 95","Parcent","MÁLAGA","03792"
890,"12861458M","Juvenal","Miranda","Arguello","06104100881@uma.es","JuvenalMirandaArguello@einrot.com","712 861 458","735 286 401","C/ Eras 88","Villavieja del Lozoya","MÁLAGA","28739"
891,"80856346C","Ladislao","Carbajal","Baeza","06104100882@uma.es","LadislaoCarbajalBaeza@rhyta.com","680 856 346","769 328 396","Reyes Católicos 21","Aranda de Duero","MÁLAGA","09400"
892,"23383354Q","Ottón","Quiroz","Quintero","06104300883@uma.es","OttonQuirozQuintero@rhyta.com","723 383 354","625 589 429","C/ Los Herrán 20","Oliva de la Frontera","MÁLAGA","06120"
893,"12085383O","Filippo","Orta","Regalado","06105600884@uma.es","FilippoOrtaRegalado@cuvox.de","712 085 383","606 981 885","C/ Pablo Iglesias 36","Cenicero","MÁLAGA","26350"
894,"57611896P","Ales","Peres","Valle","06107300885@uma.es","AlesPeresValle@jourrapide.com","757 611 896","720 299 715","C/ Los Herrán 2","Puebla de la Calzada","MÁLAGA","06490"
895,"71258934C","Leuco","Cortez","Gaona","06104300886@uma.es","LeucoCortezGaona@fleckens.hu","771 258 934","718 123 529","José matía 4","Llodio","MÁLAGA","01400"
896,"26789565G","Vesta","Granados","Olmos","06104100887@uma.es","VestaGranadosOlmos@teleworm.us","626 789 565","689 838 579","C/ Rosa de los Vientos 80","Tarifa","MÁLAGA","11380"
897,"00373448T","Yosef","Tapia","Montano","06104100888@uma.es","YosefTapiaMontano@gustr.com","600 373 448","690 597 865","Avendaño 44","Cocentaina","MÁLAGA","03820"
898,"78493223C","Liberal","Cervantes","Terrazas","06104100889@uma.es","LiberalCervantesTerrazas@teleworm.us","778 493 223","774 045 347","C/ Fernández de Leceta 56","Bigastro","MÁLAGA","03380"
589,"75585218J","Danny","Jaramillo","Iglesias","06104200580@uma.es","DannyJaramilloIglesias@einrot.com","675 585 218","674 838 891","Eusebio Dávila 77","La Puebla de los Infantes","MÁLAGA","41479"
